Suburb,Rooms,Type,SellerG,Date,Distance,Postcode,Bedroom,Bathroom,Car,Landsize,BuildingArea,YearBuilt,Regionname,Propertycount,Price
Fitzroy,3,h,Nelson,03-09-2017,2.1,3065,,,,,,,Northern Metropolitan,5825,905000
Fitzroy North,4,h,Nelson,03-09-2017,3.6,3068,4,1,3,,,,Northern Metropolitan,6244,2136000
Flemington,2,h,Alexkarbon,03-09-2017,3.4,3031,2,1,2,263,,,Northern Metropolitan,3593,1090000
Flemington,2,u,Nelson,03-09-2017,3.4,3031,2,1,1,,,,Northern Metropolitan,3593,530000
Flemington,3,h,Nelson,03-09-2017,3.4,3031,3,1,2,241,119,,Northern Metropolitan,3593,1500000
Footscray,2,u,Jas,03-09-2017,5.1,3011,2,1,1,,95,2007,Western Metropolitan,7570,410000
Footscray,2,h,Jas,03-09-2017,5.1,3011,2,1,1,,111,1900,Western Metropolitan,7570,978000
Footscray,3,u,Hodges,03-09-2017,5.1,3011,3,1,1,,80,2010,Western Metropolitan,7570,460000
Footscray,3,h,Jas,03-09-2017,5.1,3011,3,2,2,121,,2014,Western Metropolitan,7570,810000
Forest Hill,2,u,Noel,03-09-2017,15.4,3131,2,1,1,296,296,1998,Eastern Metropolitan,4385,730000
Frankston,3,h,hockingstuart,03-09-2017,38,3199,3,1,1,,147,1940,South-Eastern Metropolitan,17055,770000
Frankston,4,h,Ray,03-09-2017,38,3199,4,1,3,713,109,1950,South-Eastern Metropolitan,17055,695000
Frankston,2,u,O'Brien,03-09-2017,38,3199,2,1,1,,75,1972,South-Eastern Metropolitan,17055,335250
Frankston,3,h,hockingstuart,03-09-2017,38,3199,3,1,1,972,,,South-Eastern Metropolitan,17055,938000
Frankston North,3,h,Community,03-09-2017,36.9,3200,,,,,,,Eastern Victoria,2500,485000
Frankston South,3,h,hockingstuart,03-09-2017,38,3199,3,2,2,2405,242,1980,South-Eastern Metropolitan,7566,1155000
Frankston South,4,h,Eview,03-09-2017,38,3199,4,2,2,1471,180,1960,South-Eastern Metropolitan,7566,1905000
Gladstone Park,3,h,Barry,03-09-2017,12.9,3043,3,1,2,300,,,Western Metropolitan,3285,680000
Gladstone Park,4,h,Barry,03-09-2017,12.9,3043,4,2,2,729,,1980,Western Metropolitan,3285,670000
Gladstone Park,3,h,Barry,03-09-2017,12.9,3043,3,1,3,529,117,,Western Metropolitan,3285,650000
Gladstone Park,4,h,Barry,03-09-2017,12.9,3043,4,2,3,213,156,1970,Western Metropolitan,3285,670000
Glen Iris,3,h,Marshall,03-09-2017,7.3,3146,3,2,2,400,170,1900,Southern Metropolitan,10412,1300000
Glen Iris,4,h,Marshall,03-09-2017,7.3,3146,4,2,2,728,,,Southern Metropolitan,10412,2825000
Glen Iris,4,h,Meadows,03-09-2017,7.3,3146,4,3,2,276,,,Southern Metropolitan,10412,1770000
Glen Iris,2,u,Marshall,03-09-2017,7.3,3146,2,2,1,,,1965,Southern Metropolitan,10412,782500
Glen Iris,2,h,Fletchers,03-09-2017,7.3,3146,2,1,2,,,,Southern Metropolitan,10412,1200000
Glen Iris,2,h,Marshall,03-09-2017,7.3,3146,2,1,1,848,,,Southern Metropolitan,10412,1910000
Glen Iris,3,h,Fletchers,03-09-2017,7.3,3146,3,1,1,645,,,Southern Metropolitan,10412,1850000
Glen Iris,3,h,Marshall,03-09-2017,7.3,3146,3,2,2,656,,1930,Southern Metropolitan,10412,2152500
Glen Iris,4,h,Marshall,03-09-2017,7.3,3146,4,2,2,,269,,Southern Metropolitan,10412,1622500
Glen Iris,3,t,Tim,03-09-2017,7.3,3146,3,2,2,203,,,Southern Metropolitan,10412,1160000
Glen Waverley,2,u,McGrath,03-09-2017,16.7,3150,2,1,1,310,,,Eastern Metropolitan,15321,791000
Glen Waverley,3,h,Fletchers,03-09-2017,16.7,3150,3,1,,652,,,Eastern Metropolitan,15321,1370000
Glen Waverley,3,u,hockingstuart,03-09-2017,16.7,3150,3,2,2,,,,Eastern Metropolitan,15321,1026000
Glenroy,3,h,Stockdale,03-09-2017,11.2,3046,3,1,1,697,,,Northern Metropolitan,8870,815000
Glenroy,3,h,Barry,03-09-2017,11.2,3046,,,,,,,Northern Metropolitan,8870,880000
Glenroy,4,h,Barry,03-09-2017,11.2,3046,4,1,3,649,122,1960,Northern Metropolitan,8870,835000
Glenroy,3,h,Nelson,03-09-2017,11.2,3046,3,1,2,655,110,1960,Northern Metropolitan,8870,830000
Glenroy,3,h,Barry,03-09-2017,11.2,3046,3,1,3,760,,1960,Northern Metropolitan,8870,815000
Glenroy,3,u,Stockdale,03-09-2017,11.2,3046,,,,,,,Northern Metropolitan,8870,675000
Glenroy,3,t,Nelson,03-09-2017,11.2,3046,,,,,,,Northern Metropolitan,8870,599000
Glenroy,3,h,Stockdale,03-09-2017,11.2,3046,3,1,3,618,116,1960,Northern Metropolitan,8870,780000
Greensborough,2,u,Darren,03-09-2017,16.1,3088,,,,,,,Northern Metropolitan,8524,585000
Greensborough,3,h,Nelson,03-09-2017,16.1,3088,3,1,2,676,,,Northern Metropolitan,8524,700000
Greensborough,3,h,Darren,03-09-2017,16.1,3088,3,2,1,,145,1940,Northern Metropolitan,8524,895000
Greenvale,4,h,Barry,03-09-2017,20.4,3059,4,2,2,1057,195,1995,Northern Metropolitan,4864,797000
Greenvale,4,h,Barry,03-09-2017,20.4,3059,,,,,,,Northern Metropolitan,4864,685000
Hampton,2,u,Ray,03-09-2017,13.8,3188,2,1,2,,73,1990,Southern Metropolitan,5454,543500
Hampton,4,h,Nick,03-09-2017,13.8,3188,4,2,4,728,,,Southern Metropolitan,5454,2675000
Hampton,4,h,Hodges,03-09-2017,13.8,3188,,,,,,,Southern Metropolitan,5454,1990000
Hampton,4,h,Marshall,03-09-2017,13.8,3188,4,2,2,,240,2014,Southern Metropolitan,5454,2499000
Hampton,4,h,Marshall,03-09-2017,13.8,3188,4,3,2,699,228,1985,Southern Metropolitan,5454,1900000
Hampton,4,h,Buxton,03-09-2017,13.8,3188,4,2,2,766,,,Southern Metropolitan,5454,2260000
Hawthorn,3,t,Kay,03-09-2017,5.3,3122,3,2,2,,130,1965,Southern Metropolitan,11308,1250000
Hawthorn,1,u,Jellis,03-09-2017,5.3,3122,1,1,1,,,,Southern Metropolitan,11308,315000
Hawthorn,3,h,Marshall,03-09-2017,5.3,3122,3,2,3,,,,Southern Metropolitan,11308,1900000
Hawthorn East,2,u,Nelson,03-09-2017,6.2,3123,,,,,,,Southern Metropolitan,6482,620000
Heidelberg Heights,3,t,Ray,03-09-2017,8.8,3081,3,1,1,,,2004,Eastern Metropolitan,2947,685000
Heidelberg Heights,3,h,Miles,03-09-2017,8.8,3081,3,2,2,,,,Eastern Metropolitan,2947,921000
Highett,3,h,Buxton,03-09-2017,16,3190,3,2,2,,,,Southern Metropolitan,4794,1450000
Highett,2,u,Buxton,03-09-2017,16,3190,2,1,1,,,2013,Southern Metropolitan,4794,604000
Highett,2,u,Thomson,03-09-2017,16,3190,2,1,1,,100,1960,Southern Metropolitan,4794,687500
Highett,3,t,O'Brien,03-09-2017,16,3190,3,1,2,,110,1990,Southern Metropolitan,4794,864000
Highett,2,h,Buxton,03-09-2017,16,3190,2,1,1,254,,,Southern Metropolitan,4794,832000
Hillside,3,h,Barry,03-09-2017,18,3037,3,3,2,,187,2004,Western Metropolitan,5556,600500
Hoppers Crossing,3,h,hockingstuart,03-09-2017,18.4,3029,3,2,8,,,,Western Metropolitan,13830,640000
Hoppers Crossing,3,h,Purplebricks,03-09-2017,18.4,3029,3,2,2,,145,1990,Western Metropolitan,13830,515500
Hoppers Crossing,3,h,Triwest,03-09-2017,18.4,3029,3,2,2,,123,1986,Western Metropolitan,13830,500000
Hoppers Crossing,5,h,hockingstuart,03-09-2017,18.4,3029,5,2,2,650,,,Western Metropolitan,13830,610000
Hoppers Crossing,3,h,hockingstuart,03-09-2017,18.4,3029,3,1,1,,,,Western Metropolitan,13830,500000
Hoppers Crossing,3,h,Ray,03-09-2017,18.4,3029,3,1,1,,,,Western Metropolitan,13830,465000
Hoppers Crossing,4,h,Barry,03-09-2017,18.4,3029,4,1,2,570,,,Western Metropolitan,13830,555000
Hughesdale,2,u,Ray,03-09-2017,12.3,3166,,,,,,,Southern Metropolitan,3145,682000
Huntingdale,3,h,Buxton,03-09-2017,12.3,3166,3,1,3,594,,,Southern Metropolitan,768,1080000
Ivanhoe,4,h,Nelson,03-09-2017,7.8,3079,,,,,,,Eastern Metropolitan,5549,1350000
Ivanhoe East,2,u,Miles,03-09-2017,7.8,3079,2,1,1,,,,Eastern Metropolitan,1554,629000
Kealba,5,h,Brad,03-09-2017,14,3021,5,2,4,647,207,1983,Western Metropolitan,1202,750000
Keilor East,3,h,Nelson,03-09-2017,11.7,3033,,,,,,,Western Metropolitan,5629,588000
Keilor East,4,h,Nelson,03-09-2017,11.7,3033,4,1,2,612,,,Western Metropolitan,5629,1010000
Keilor East,3,h,Nelson,03-09-2017,11.7,3033,3,2,1,,180,2010,Western Metropolitan,5629,870000
Kensington,2,h,Edward,03-09-2017,3.4,3031,2,1,1,,101,1910,Northern Metropolitan,5263,950000
Kensington,1,t,Alexkarbon,03-09-2017,3.4,3031,1,1,1,,68,1997,Northern Metropolitan,5263,535000
Kew,4,h,RT,03-09-2017,5.4,3101,4,2,2,838,,,Southern Metropolitan,10331,3060000
Kew,4,h,Nelson,03-09-2017,5.4,3101,4,2,4,350,168,1900,Southern Metropolitan,10331,1690000
Kew,4,h,Nelson,03-09-2017,5.4,3101,4,2,2,,,,Southern Metropolitan,10331,3400000
Kew East,4,h,Noel,03-09-2017,7.3,3102,4,2,2,12300,,1940,Southern Metropolitan,2671,1600000
Kew East,3,t,Jellis,03-09-2017,7.3,3102,3,2,2,,,1992,Southern Metropolitan,2671,1020000
Kilsyth,3,h,Barry,03-09-2017,26,3137,3,1,1,,105,1970,Eastern Metropolitan,4654,762000
Kings Park,3,h,Barry,03-09-2017,14,3021,3,2,4,,,,Western Metropolitan,2878,593000
Kingsville,2,u,Jas,03-09-2017,6.4,3012,,,,,,,Western Metropolitan,1808,510000
Kingsville,3,h,Jas,03-09-2017,6.4,3012,3,1,1,,76,1920,Western Metropolitan,1808,1140000
Lalor,3,h,Ray,03-09-2017,16.3,3075,3,1,2,888,,,Northern Metropolitan,8279,685000
Lalor,4,h,Barry,03-09-2017,16.3,3075,4,2,2,500,,,Northern Metropolitan,8279,715000
Lalor,3,h,HAR,03-09-2017,16.3,3075,3,1,1,551,,,Northern Metropolitan,8279,685500
Langwarrin,3,h,hockingstuart,03-09-2017,41,3910,,,,,,,Eastern Victoria,8743,564000
MacLeod,4,h,Woodards,03-09-2017,12.7,3085,,,,,,,Northern Metropolitan,4168,1160000
Maidstone,3,t,Biggin,03-09-2017,6.4,3012,,,,,,,Western Metropolitan,3873,725000
Maidstone,3,t,Biggin,03-09-2017,6.4,3012,3,2,2,147,125,2015,Western Metropolitan,3873,722000
Malvern,2,u,Jellis,03-09-2017,5.9,3144,2,1,2,,,,Southern Metropolitan,4675,751500
Malvern,3,u,Marshall,03-09-2017,5.9,3144,,,,,,,Southern Metropolitan,4675,2210000
Malvern,5,h,Marshall,03-09-2017,5.9,3144,5,3,2,,,,Southern Metropolitan,4675,4350000
Malvern East,2,u,hockingstuart,03-09-2017,8.4,3145,,,,,,,Southern Metropolitan,8801,1002000
Malvern East,3,h,Buxton,03-09-2017,8.4,3145,3,1,1,641,,,Southern Metropolitan,8801,1430000
Maribyrnong,3,h,Biggin,03-09-2017,4.3,3032,3,2,2,359,185,2008,Western Metropolitan,4918,983000
Maribyrnong,2,u,Raine,03-09-2017,4.3,3032,,,,,,,Western Metropolitan,4918,460000
Maribyrnong,3,t,Nelson,03-09-2017,4.3,3032,3,2,2,,,2004,Western Metropolitan,4918,855000
Meadow Heights,4,h,Stockdale,03-09-2017,17.4,3048,4,3,2,572,,,Northern Metropolitan,4704,560000
Meadow Heights,3,h,Nelson,03-09-2017,17.4,3048,3,2,2,452,140,1992,Northern Metropolitan,4704,482000
Meadow Heights,3,h,Morrison,03-09-2017,17.4,3048,3,2,2,,112,1980,Northern Metropolitan,4704,390000
Melbourne,2,u,MICM,03-09-2017,0,3000,2,1,,,,1989,Northern Metropolitan,17496,520000
Melton,5,h,hockingstuart,03-09-2017,31.7,3337,5,2,2,590,,,Western Victoria,3600,460000
Melton,4,h,Raine,03-09-2017,31.7,3337,4,1,1,,,,Western Victoria,3600,370000
Melton,3,h,hockingstuart,03-09-2017,31.7,3337,3,1,2,583,103,1980,Western Victoria,3600,430000
Melton West,3,h,YPA,03-09-2017,31.7,3337,3,2,2,575,172,2016,Northern Victoria,6065,438000
Mentone,4,h,Hodges,03-09-2017,20,3194,4,2,2,530,216,1980,South-Eastern Metropolitan,6162,900000
Mentone,3,h,Buxton,03-09-2017,20,3194,3,2,2,535,132,1985,South-Eastern Metropolitan,6162,960500
Mentone,3,t,Obrien,03-09-2017,20,3194,3,2,2,163,154,2012,South-Eastern Metropolitan,6162,840000
Mernda,4,h,Ray,03-09-2017,25.9,3754,4,2,2,,195,2008,Northern Metropolitan,5812,570000
Mickleham,3,h,Ray,03-09-2017,20.6,3064,,,,,,,Northern Metropolitan,1158,545000
Mitcham,3,h,Fletchers,03-09-2017,17.2,3132,3,2,1,,160,1955,Eastern Metropolitan,6871,1041000
Mont Albert,2,u,Fletchers,03-09-2017,10.2,3127,2,1,2,,102,2011,Eastern Metropolitan,2079,620000
Moonee Ponds,2,u,O'Brien,03-09-2017,6.2,3039,2,1,1,,64,1980,Western Metropolitan,6232,450000
Moonee Ponds,3,h,Nelson,03-09-2017,6.2,3039,,,,,,,Western Metropolitan,6232,1720000
Moonee Ponds,3,h,Sweeney,03-09-2017,6.2,3039,3,2,0,411,114,1915,Western Metropolitan,6232,1210000
Moonee Ponds,4,h,Nelson,03-09-2017,6.2,3039,4,2,3,465,,,Western Metropolitan,6232,1450000
Moorabbin,4,h,Ray,03-09-2017,14.3,3189,4,2,2,595,,,Southern Metropolitan,2555,1188000
Mordialloc,2,h,Buxton,03-09-2017,21.5,3195,2,1,2,502,,,South-Eastern Metropolitan,3650,1300000
Mount Waverley,3,h,McGrath,03-09-2017,14.2,3149,3,2,2,786,,,Eastern Metropolitan,13366,1800000
Mount Waverley,4,h,Tim,03-09-2017,14.2,3149,4,2,2,,,,Eastern Metropolitan,13366,1100000
Mount Waverley,4,h,Buxton,03-09-2017,14.2,3149,4,2,2,,,,Eastern Metropolitan,13366,1460000
Mount Waverley,3,h,Jellis,03-09-2017,14.2,3149,3,2,2,,,,Eastern Metropolitan,13366,1825000
Mulgrave,3,t,Ray,03-09-2017,18.8,3170,3,2,1,145,129,2015,South-Eastern Metropolitan,7113,650000
Mulgrave,4,h,Ray,03-09-2017,18.8,3170,4,3,2,650,224,1985,South-Eastern Metropolitan,7113,1105000
Mulgrave,3,h,Ray,03-09-2017,18.8,3170,3,2,1,,118,2011,South-Eastern Metropolitan,7113,755000
Murrumbeena,2,u,Thomson,03-09-2017,10.1,3163,2,1,1,,,1996,Southern Metropolitan,4442,515500
Murrumbeena,2,u,Thomson,03-09-2017,10.1,3163,2,1,1,,,,Southern Metropolitan,4442,380000
Murrumbeena,2,h,Buxton,03-09-2017,10.1,3163,2,1,1,,,,Southern Metropolitan,4442,1280000
Narre Warren,4,h,Just,03-09-2017,34.1,3805,4,3,4,,306,1997,South-Eastern Metropolitan,9376,761000
New Gisborne,4,h,Raine,03-09-2017,48.1,3438,4,2,2,,175,2002,Northern Victoria,849,690000
Newport,4,h,Williams,03-09-2017,6.2,3015,4,1,,545,,,Western Metropolitan,5498,1180000
Newport,4,t,Greg,03-09-2017,6.2,3015,4,2,2,510,196,2016,Western Metropolitan,5498,940000
Newport,4,h,Williams,03-09-2017,6.2,3015,4,2,3,,169,1915,Western Metropolitan,5498,1630000
Niddrie,3,u,Brad,03-09-2017,10.4,3042,3,2,1,,,,Western Metropolitan,2291,700000
Niddrie,2,h,Frank,03-09-2017,10.4,3042,2,1,0,650,,,Western Metropolitan,2291,1370000
Niddrie,5,h,Nelson,03-09-2017,10.4,3042,5,2,2,647,,,Western Metropolitan,2291,1215000
Niddrie,2,h,Barry,03-09-2017,10.4,3042,2,1,1,650,380,2016,Western Metropolitan,2291,1300000
North Melbourne,2,h,Nelson,03-09-2017,1.8,3051,2,1,0,129,,1880,Northern Metropolitan,6821,1100000
North Melbourne,2,u,Jellis,03-09-2017,1.8,3051,2,1,1,,,2011,Northern Metropolitan,6821,390000
North Melbourne,3,h,Nelson,03-09-2017,1.8,3051,3,1,3,163,,,Northern Metropolitan,6821,1425000
North Melbourne,3,h,Nelson,03-09-2017,1.8,3051,3,2,1,173,,,Northern Metropolitan,6821,1550000
Northcote,2,h,Love,03-09-2017,5.3,3070,2,1,0,270,,,Northern Metropolitan,11364,1386000
Northcote,4,h,McGrath,03-09-2017,5.3,3070,4,3,4,422,,,Northern Metropolitan,11364,1700000
Notting Hill,4,h,Barry,03-09-2017,16.7,3168,4,2,3,,174,1978,Southern Metropolitan,902,1254000
Oak Park,3,t,Eview,03-09-2017,11.2,3046,,,,,,,Northern Metropolitan,2651,795000
Oakleigh,4,h,Woodards,03-09-2017,12.3,3166,4,2,2,1060,175,1940,Southern Metropolitan,3224,1150000
Oakleigh South,2,u,Ray,03-09-2017,15.5,3167,2,1,1,,84,1975,South-Eastern Metropolitan,3692,683500
Oakleigh South,3,h,Buxton,03-09-2017,15.5,3167,3,1,4,697,,,South-Eastern Metropolitan,3692,1140000
Ormond,5,h,Marshall,03-09-2017,11.4,3204,5,3,4,664,245,1980,Southern Metropolitan,3578,2110000
Parkdale,3,h,Barry,03-09-2017,21.5,3195,3,1,1,,141,1960,South-Eastern Metropolitan,5087,865000
Parkdale,4,h,Hodges,03-09-2017,21.5,3195,4,2,5,600,179,1950,South-Eastern Metropolitan,5087,1320000
Parkdale,3,t,hockingstuart,03-09-2017,21.5,3195,3,1,2,,121,1985,South-Eastern Metropolitan,5087,930000
Parkdale,2,u,Hodges,03-09-2017,21.5,3195,2,1,1,158,,,South-Eastern Metropolitan,5087,672000
Pascoe Vale,5,h,Nelson,03-09-2017,8.5,3044,5,3,2,,,,Northern Metropolitan,7485,960000
Pascoe Vale,3,t,Brad,03-09-2017,8.5,3044,3,2,2,122,108,2012,Northern Metropolitan,7485,676000
Pascoe Vale,2,t,Nelson,03-09-2017,8.5,3044,2,2,1,74,,2011,Northern Metropolitan,7485,500000
Pascoe Vale,3,h,Jellis,03-09-2017,8.5,3044,3,1,2,673,,1970,Northern Metropolitan,7485,1010000
Pascoe Vale,4,h,Nelson,03-09-2017,8.5,3044,4,2,2,1031,,,Northern Metropolitan,7485,1375000
Point Cook,3,h,Barry,03-09-2017,14.7,3030,3,2,2,353,135,2011,Western Metropolitan,15542,540000
Point Cook,4,h,hockingstuart,03-09-2017,14.7,3030,4,2,2,,135,,Western Metropolitan,15542,599000
Port Melbourne,2,u,Chisholm,03-09-2017,3.5,3207,2,2,2,4604,,,Southern Metropolitan,8648,820000
Port Melbourne,3,u,Home,03-09-2017,3.5,3207,,,,,,,Southern Metropolitan,8648,782500
Port Melbourne,4,h,Marshall,03-09-2017,3.5,3207,,,,,,,Southern Metropolitan,8648,3775000
Port Melbourne,2,u,Buxton,03-09-2017,3.5,3207,2,1,1,,67,2004,Southern Metropolitan,8648,648500
Port Melbourne,3,h,Buxton,03-09-2017,3.5,3207,3,2,,131,133,1900,Southern Metropolitan,8648,1764000
Port Melbourne,4,h,Marshall,03-09-2017,3.5,3207,4,3,2,202,,,Southern Metropolitan,8648,2625000
Port Melbourne,2,u,RT,03-09-2017,3.5,3207,,,,,,,Southern Metropolitan,8648,1102000
Prahran,3,h,hockingstuart,03-09-2017,4.6,3181,3,2,1,,,,Southern Metropolitan,7717,2325000
Prahran,2,h,hockingstuart,03-09-2017,4.6,3181,2,1,0,212,,,Southern Metropolitan,7717,1400000
Prahran,3,h,Pride,03-09-2017,4.6,3181,,,,,,,Southern Metropolitan,7717,1420000
Prahran,2,u,hockingstuart,03-09-2017,4.6,3181,2,1,1,,,,Southern Metropolitan,7717,555000
Preston,2,u,Harcourts,03-09-2017,8.4,3072,2,2,1,,72,2010,Northern Metropolitan,14577,417500
Preston,2,h,hockingstuart,03-09-2017,8.4,3072,2,2,1,,,,Northern Metropolitan,14577,640000
Reservoir,4,h,Stockdale,03-09-2017,12,3073,4,1,6,953,,,Northern Metropolitan,21650,750000
Reservoir,3,h,Ray,03-09-2017,12,3073,3,2,2,,150,2006,Northern Metropolitan,21650,725000
Reservoir,3,h,Stockdale,03-09-2017,12,3073,3,2,3,488,135,1950,Northern Metropolitan,21650,861000
Reservoir,3,h,Stockdale,03-09-2017,12,3073,3,1,1,170,128,1950,Northern Metropolitan,21650,612500
Reservoir,3,h,Barry,03-09-2017,12,3073,3,1,2,741,,,Northern Metropolitan,21650,906000
Reservoir,3,h,Barry,03-09-2017,12,3073,3,1,2,558,,,Northern Metropolitan,21650,758000
Reservoir,4,h,Ray,03-09-2017,12,3073,4,2,2,,,1959,Northern Metropolitan,21650,900000
Reservoir,3,h,Barry,03-09-2017,12,3073,3,1,2,,,,Northern Metropolitan,21650,601000
Reservoir,2,h,Ray,03-09-2017,12,3073,2,1,1,,,,Northern Metropolitan,21650,880000
Reservoir,4,h,RW,03-09-2017,12,3073,4,1,4,646,119,1950,Northern Metropolitan,21650,900000
Reservoir,2,u,Nelson,03-09-2017,12,3073,2,1,1,,87,2007,Northern Metropolitan,21650,523000
Reservoir,2,h,Nelson,03-09-2017,12,3073,2,1,1,556,,,Northern Metropolitan,21650,762000
Richmond,3,h,Jellis,03-09-2017,2.4,3121,,,,,,,Northern Metropolitan,14949,1695000
Richmond,3,t,Jellis,03-09-2017,2.4,3121,3,2,3,,,2005,Northern Metropolitan,14949,1480000
Richmond,3,t,Jellis,03-09-2017,2.4,3121,3,2,1,,,,Northern Metropolitan,14949,1120000
Richmond,4,h,Jellis,03-09-2017,2.4,3121,4,1,3,390,,,Northern Metropolitan,14949,2368000
Richmond,2,t,Jellis,03-09-2017,2.4,3121,2,2,2,,155,1950,Northern Metropolitan,14949,1380000
Richmond,2,u,Collins,03-09-2017,2.4,3121,2,1,1,,67,2012,Northern Metropolitan,14949,575000
Ringwood,7,h,Philip,03-09-2017,19.9,3134,7,3,,,,,Eastern Metropolitan,7785,1755000
Ringwood,4,h,Barry,03-09-2017,19.9,3134,4,2,2,,162,1985,Eastern Metropolitan,7785,926000
Ringwood,3,h,Max,03-09-2017,19.9,3134,3,1,2,669,106,1960,Eastern Metropolitan,7785,1120000
Ringwood,2,u,Barry,03-09-2017,19.9,3134,,,,,,,Eastern Metropolitan,7785,575000
Ringwood East,4,h,Barry,03-09-2017,21.3,3135,4,2,3,,,,Eastern Metropolitan,4407,1165000
Ripponlea,2,u,Gary,03-09-2017,7.2,3185,2,1,0,,107,1930,Southern Metropolitan,821,655000
Rosanna,2,h,Miles,03-09-2017,8.9,3084,2,1,,,,,Eastern Metropolitan,3540,985000
Rosanna,2,u,Nelson,03-09-2017,8.9,3084,2,1,1,,68,1980,Eastern Metropolitan,3540,376000
Roxburgh Park,3,h,Barry,03-09-2017,20.6,3064,3,2,2,532,,2000,Northern Metropolitan,5833,515000
Sandringham,4,h,Hodges,03-09-2017,15.2,3191,4,2,2,,199,1995,Southern Metropolitan,4497,1875000
South Melbourne,2,h,hockingstuart,03-09-2017,1.9,3205,2,1,,126,79,,Southern Metropolitan,5943,1137000
South Yarra,3,h,hockingstuart,03-09-2017,2.7,3141,3,2,,,111,1910,Southern Metropolitan,14887,1750000
South Yarra,2,u,Williams,03-09-2017,2.7,3141,2,1,1,644,,,Southern Metropolitan,14887,860000
Spotswood,3,t,Sweeney,03-09-2017,6.2,3015,,,,,,,Western Metropolitan,1223,1150000
Springvale,4,h,iSell,03-09-2017,20.8,3171,4,2,3,795,,,South-Eastern Metropolitan,7412,1080000
Springvale South,4,h,Biggin,03-09-2017,22.2,3172,4,2,2,584,,,South-Eastern Metropolitan,4054,850000
St Albans,3,h,Biggin,03-09-2017,14,3021,3,1,1,,112,1974,Western Metropolitan,14042,528000
St Albans,3,h,Sweeney,03-09-2017,14,3021,3,1,0,539,138,1960,Western Metropolitan,14042,645000
Strathmore,3,h,Considine,03-09-2017,8.2,3041,3,3,2,571,302,1960,Western Metropolitan,3284,1280000
Sunbury,4,h,Barry,03-09-2017,31.7,3429,4,2,2,693,174,1995,Western Metropolitan,14092,570000
Sunbury,4,h,YPA,03-09-2017,31.7,3429,4,2,2,650,161,1995,Western Metropolitan,14092,540000
Sunbury,3,h,Barry,03-09-2017,31.7,3429,3,2,4,664,138,1975,Western Metropolitan,14092,482000
Sunbury,3,h,Brad,03-09-2017,31.7,3429,3,1,2,1050,,,Western Metropolitan,14092,662000
Sunshine North,4,h,YPA,03-09-2017,10.5,3020,4,1,1,123,,,Western Metropolitan,4217,640000
Sunshine North,2,h,Douglas,03-09-2017,10.5,3020,2,1,3,630,,,Western Metropolitan,4217,732500
Sunshine West,3,u,Sweeney,03-09-2017,10.5,3020,3,1,,,120,2000,Western Metropolitan,6763,554000
Sunshine West,3,h,Douglas,03-09-2017,10.5,3020,3,1,2,,118,1965,Western Metropolitan,6763,780000
Sunshine West,3,h,Douglas,03-09-2017,10.5,3020,3,1,2,520,131,1968,Western Metropolitan,6763,713500
Surrey Hills,4,h,Marshall,03-09-2017,10.2,3127,4,3,2,,,,Southern Metropolitan,5457,2170000
Surrey Hills,2,h,Jellis,03-09-2017,10.2,3127,2,1,1,,,1960,Southern Metropolitan,5457,800000
Tarneit,3,u,Barry,03-09-2017,18.4,3029,3,2,1,,116,2006,Western Metropolitan,10160,400000
Taylors Lakes,3,h,Barry,03-09-2017,15.5,3038,3,2,1,677,138,1980,Western Metropolitan,5336,705000
Templestowe,5,h,Jellis,03-09-2017,15.5,3106,5,2,2,,,,Eastern Metropolitan,6202,1550000
Templestowe Lower,4,h,Jellis,03-09-2017,12.4,3107,4,2,2,,142,1995,Eastern Metropolitan,5420,965000
Thornbury,3,h,Woodards,03-09-2017,7,3071,3,1,2,,110,1900,Northern Metropolitan,8870,1530000
Thornbury,3,h,McGrath,03-09-2017,7,3071,4,2,3,530,145,1950,Northern Metropolitan,8870,1375000
Toorak,3,u,hockingstuart,03-09-2017,4.1,3142,3,1,1,,,,Southern Metropolitan,7217,735000
Truganina,4,h,RW,03-09-2017,18.4,3029,4,2,2,,167,2012,Western Metropolitan,5811,595000
Tullamarine,3,h,YPA,03-09-2017,12.9,3043,3,1,1,,134,1975,Western Metropolitan,3296,620000
Tullamarine,3,h,Brad,03-09-2017,12.9,3043,3,1,1,,,,Western Metropolitan,3296,660000
Tullamarine,3,h,Jason,03-09-2017,12.9,3043,3,2,6,650,,,Western Metropolitan,3296,782000
Tullamarine,3,u,Brad,03-09-2017,12.9,3043,3,1,1,,116,2002,Western Metropolitan,3296,533000
Vermont South,5,h,Harcourts,03-09-2017,17.2,3133,5,3,2,,,,Eastern Metropolitan,4280,1203000
Vermont South,3,h,Ray,03-09-2017,17.2,3133,3,2,2,,211,2000,Eastern Metropolitan,4280,768000
